epoch (ms),occurence_time,elapsed (s),x-axis (g),y-axis (g),z-axis (g),state
1541980000000.0,2018-11-11T17:56:40.666,13.588,-0.011000000000000001,0.17600000000000002,0.392,STANDING
1541980000000.0,2018-11-11T17:56:40.666,13.588,0.035,0.192,0.48200000000000004,STANDING
1541980000000.0,2018-11-11T17:56:40.666,13.588,0.165,0.20199999999999999,0.7140000000000001,STANDING
1541980000000.0,2018-11-11T17:56:40.903,13.825,0.415,0.09,0.865,STANDING
1541980000000.0,2018-11-11T17:56:40.903,13.825,0.6920000000000001,-0.069,0.988,STANDING
1541980000000.0,2018-11-11T17:56:40.903,13.825,1.012,-0.13,1.253,STANDING
1541980000000.0,2018-11-11T17:56:41.159,14.081,0.943,-0.099,1.6059999999999999,STANDING
1541980000000.0,2018-11-11T17:56:41.159,14.081,0.72,-0.013000000000000001,1.48,STANDING
1541980000000.0,2018-11-11T17:56:41.159,14.081,0.42,-0.122,0.98,STANDING
1541980000000.0,2018-11-11T17:56:41.408,14.33,0.237,-0.262,0.621,STANDING
1541980000000.0,2018-11-11T17:56:41.408,14.33,0.135,-0.298,0.524,STANDING
1541980000000.0,2018-11-11T17:56:41.408,14.33,0.183,-0.293,0.672,STANDING
1541980000000.0,2018-11-11T17:56:41.643,14.565,0.401,-0.295,1.0590000000000002,STANDING
1541980000000.0,2018-11-11T17:56:41.643,14.565,0.669,-0.198,1.401,STANDING
1541980000000.0,2018-11-11T17:56:41.643,14.565,0.797,0.054000000000000006,1.392,STANDING
1541980000000.0,2018-11-11T17:56:41.878,14.8,0.7190000000000001,0.22699999999999998,1.168,STANDING
1541980000000.0,2018-11-11T17:56:41.878,14.8,0.47600000000000003,0.228,0.845,STANDING
1541980000000.0,2018-11-11T17:56:41.878,14.8,0.209,0.163,0.597,STANDING
1541980000000.0,2018-11-11T17:56:42.123,15.045,0.038,0.087,0.67,STANDING
1541980000000.0,2018-11-11T17:56:42.123,15.045,-0.057,-0.067,0.8490000000000001,STANDING
1541980000000.0,2018-11-11T17:56:42.123,15.045,-0.047,-0.152,1.034,STANDING
1541980000000.0,2018-11-11T17:56:42.358,15.28,-0.035,-0.18100000000000002,0.9540000000000001,STANDING
1541980000000.0,2018-11-11T17:56:42.358,15.28,-0.001,-0.125,1.056,STANDING
1541980000000.0,2018-11-11T17:56:42.358,15.28,0.068,-0.006999999999999999,1.057,STANDING
1541980000000.0,2018-11-11T17:56:42.602,15.524000000000001,0.076,0.054000000000000006,1.043,SITTING
1541980000000.0,2018-11-11T17:56:42.602,15.524000000000001,0.038,0.046,0.996,SITTING
1541980000000.0,2018-11-11T17:56:42.602,15.524000000000001,0.044000000000000004,0.036000000000000004,0.991,SITTING
