epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1544561587668,2018-12-11T15:53:07.668,0.000,0.505,0.837,0.180
1544561587668,2018-12-11T15:53:07.668,0.000,0.510,0.841,0.181
1544561587668,2018-12-11T15:53:07.668,0.000,0.513,0.848,0.181
1544561587781,2018-12-11T15:53:07.781,0.113,0.504,0.858,0.175
1544561587781,2018-12-11T15:53:07.781,0.113,0.499,0.869,0.168
1544561587781,2018-12-11T15:53:07.781,0.113,0.501,0.868,0.169
1544561587905,2018-12-11T15:53:07.905,0.237,0.493,0.860,0.165
1544561587905,2018-12-11T15:53:07.905,0.237,0.497,0.857,0.156
1544561587905,2018-12-11T15:53:07.905,0.237,0.510,0.861,0.159
1544561588017,2018-12-11T15:53:08.017,0.349,0.505,0.861,0.156
1544561588017,2018-12-11T15:53:08.017,0.349,0.495,0.864,0.144
1544561588017,2018-12-11T15:53:08.017,0.349,0.508,0.859,0.157
1544561588143,2018-12-11T15:53:08.143,0.475,0.527,0.850,0.170
1544561588143,2018-12-11T15:53:08.143,0.475,0.536,0.841,0.171
1544561588143,2018-12-11T15:53:08.143,0.475,0.535,0.833,0.167
1544561588255,2018-12-11T15:53:08.255,0.587,0.527,0.837,0.159
1544561588255,2018-12-11T15:53:08.255,0.587,0.530,0.842,0.156
1544561588255,2018-12-11T15:53:08.255,0.587,0.534,0.841,0.163
1544561588378,2018-12-11T15:53:08.378,0.710,0.543,0.838,0.164
1544561588378,2018-12-11T15:53:08.378,0.710,0.548,0.837,0.173
1544561588378,2018-12-11T15:53:08.378,0.710,0.549,0.833,0.172
1544561588502,2018-12-11T15:53:08.502,0.834,0.545,0.825,0.170
1544561588502,2018-12-11T15:53:08.502,0.834,0.544,0.827,0.169
1544561588502,2018-12-11T15:53:08.502,0.834,0.544,0.832,0.172
1544561588614,2018-12-11T15:53:08.614,0.946,0.538,0.829,0.164
1544561588614,2018-12-11T15:53:08.614,0.946,0.537,0.833,0.156
1544561588614,2018-12-11T15:53:08.614,0.946,0.551,0.853,0.160
1544561588738,2018-12-11T15:53:08.738,1.070,0.559,0.844,0.184
1544561588738,2018-12-11T15:53:08.738,1.070,0.542,0.827,0.188
1544561588738,2018-12-11T15:53:08.738,1.070,0.514,0.838,0.165
1544561588861,2018-12-11T15:53:08.861,1.193,0.507,0.859,0.154
1544561588861,2018-12-11T15:53:08.861,1.193,0.511,0.850,0.149
1544561588861,2018-12-11T15:53:08.861,1.193,0.523,0.841,0.167
1544561589009,2018-12-11T15:53:09.009,1.341,0.532,0.834,0.182
1544561589009,2018-12-11T15:53:09.009,1.341,0.525,0.837,0.177
1544561589009,2018-12-11T15:53:09.009,1.341,0.527,0.836,0.173
1544561589122,2018-12-11T15:53:09.122,1.454,0.535,0.834,0.181
1544561589122,2018-12-11T15:53:09.122,1.454,0.534,0.838,0.183
1544561589122,2018-12-11T15:53:09.122,1.454,0.533,0.838,0.189
1544561589245,2018-12-11T15:53:09.245,1.577,0.539,0.833,0.194
1544561589245,2018-12-11T15:53:09.245,1.577,0.539,0.823,0.180
1544561589245,2018-12-11T15:53:09.245,1.577,0.535,0.827,0.176
1544561589368,2018-12-11T15:53:09.368,1.700,0.532,0.826,0.180
1544561589368,2018-12-11T15:53:09.368,1.700,0.536,0.826,0.193
1544561589368,2018-12-11T15:53:09.368,1.700,0.539,0.831,0.193
1544561589470,2018-12-11T15:53:09.470,1.802,0.534,0.837,0.192
1544561589470,2018-12-11T15:53:09.470,1.802,0.530,0.833,0.195
1544561589470,2018-12-11T15:53:09.470,1.802,0.524,0.833,0.184
