epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1544564464623,2018-12-11T16:41:04.623,0.000,-0.564,-0.777,0.212
1544564464623,2018-12-11T16:41:04.623,0.000,-0.572,-0.790,0.223
1544564464623,2018-12-11T16:41:04.623,0.000,-0.568,-0.796,0.227
1544564464759,2018-12-11T16:41:04.759,0.136,-0.560,-0.801,0.236
1544564464759,2018-12-11T16:41:04.759,0.136,-0.542,-0.799,0.232
1544564464759,2018-12-11T16:41:04.759,0.136,-0.533,-0.796,0.225
1544564464881,2018-12-11T16:41:04.881,0.258,-0.535,-0.790,0.228
1544564464881,2018-12-11T16:41:04.881,0.258,-0.542,-0.790,0.231
1544564464881,2018-12-11T16:41:04.881,0.258,-0.547,-0.793,0.238
1544564465006,2018-12-11T16:41:05.006,0.383,-0.544,-0.797,0.240
1544564465006,2018-12-11T16:41:05.006,0.383,-0.545,-0.793,0.236
1544564465006,2018-12-11T16:41:05.006,0.383,-0.554,-0.788,0.230
1544564465118,2018-12-11T16:41:05.118,0.495,-0.555,-0.787,0.238
1544564465118,2018-12-11T16:41:05.118,0.495,-0.554,-0.781,0.235
1544564465118,2018-12-11T16:41:05.118,0.495,-0.550,-0.783,0.234
1544564465243,2018-12-11T16:41:05.243,0.620,-0.543,-0.793,0.239
1544564465243,2018-12-11T16:41:05.243,0.620,-0.544,-0.799,0.245
1544564465243,2018-12-11T16:41:05.243,0.620,-0.551,-0.803,0.253
1544564465362,2018-12-11T16:41:05.362,0.739,-0.554,-0.794,0.247
1544564465362,2018-12-11T16:41:05.362,0.739,-0.547,-0.786,0.238
1544564465362,2018-12-11T16:41:05.362,0.739,-0.538,-0.784,0.233
1544564465487,2018-12-11T16:41:05.487,0.864,-0.542,-0.788,0.238
1544564465487,2018-12-11T16:41:05.487,0.864,-0.558,-0.795,0.243
1544564465487,2018-12-11T16:41:05.487,0.864,-0.556,-0.799,0.242
1544564465612,2018-12-11T16:41:05.612,0.989,-0.543,-0.804,0.240
1544564465612,2018-12-11T16:41:05.612,0.989,-0.542,-0.798,0.233
1544564465612,2018-12-11T16:41:05.612,0.989,-0.538,-0.794,0.235
1544564465725,2018-12-11T16:41:05.725,1.102,-0.546,-0.788,0.241
1544564465725,2018-12-11T16:41:05.725,1.102,-0.556,-0.777,0.234
1544564465725,2018-12-11T16:41:05.725,1.102,-0.551,-0.787,0.237
1544564465850,2018-12-11T16:41:05.850,1.227,-0.553,-0.798,0.242
1544564465850,2018-12-11T16:41:05.850,1.227,-0.553,-0.800,0.238
1544564465850,2018-12-11T16:41:05.850,1.227,-0.546,-0.792,0.234
1544564465964,2018-12-11T16:41:05.964,1.341,-0.535,-0.788,0.231
1544564465964,2018-12-11T16:41:05.964,1.341,-0.539,-0.786,0.230
1544564465964,2018-12-11T16:41:05.964,1.341,-0.546,-0.790,0.235
