epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1544564464544,2018-12-11T16:41:04.544,0.000,1.768,-0.061,-1.098
1544564464544,2018-12-11T16:41:04.544,0.000,1.585,-0.549,-1.037
1544564464544,2018-12-11T16:41:04.544,0.000,0.854,-1.646,-1.159
1544564464667,2018-12-11T16:41:04.667,0.123,-0.183,-2.500,-1.037
1544564464667,2018-12-11T16:41:04.667,0.123,-1.341,-5.549,-0.427
1544564464667,2018-12-11T16:41:04.667,0.123,-1.768,-8.354,0.305
1544564464800,2018-12-11T16:41:04.800,0.256,-1.341,-10.976,0.793
1544564464800,2018-12-11T16:41:04.800,0.256,-0.244,-8.415,0.854
1544564464800,2018-12-11T16:41:04.800,0.256,0.915,-2.805,0.122
1544564464915,2018-12-11T16:41:04.915,0.371,1.707,0.915,-0.671
1544564464915,2018-12-11T16:41:04.915,0.371,1.829,2.927,-0.732
1544564464915,2018-12-11T16:41:04.915,0.371,2.012,3.171,-0.427
1544564465049,2018-12-11T16:41:05.049,0.505,3.049,4.329,-0.549
1544564465049,2018-12-11T16:41:05.049,0.505,3.049,4.268,-0.732
1544564465049,2018-12-11T16:41:05.049,0.505,1.951,2.561,-0.793
1544564465165,2018-12-11T16:41:05.165,0.621,1.585,1.341,-0.488
1544564465165,2018-12-11T16:41:05.165,0.621,1.220,0.183,-0.427
1544564465165,2018-12-11T16:41:05.165,0.621,0.305,-0.488,-0.366
1544564465283,2018-12-11T16:41:05.283,0.739,0.305,1.280,-0.305
1544564465283,2018-12-11T16:41:05.283,0.739,0.671,2.439,-0.183
1544564465283,2018-12-11T16:41:05.283,0.739,1.098,2.195,0.488
1544564465401,2018-12-11T16:41:05.401,0.857,1.524,0.305,1.280
1544564465401,2018-12-11T16:41:05.401,0.857,0.793,-1.159,0.915
1544564465401,2018-12-11T16:41:05.401,0.857,-0.122,0.122,-0.427
1544564465532,2018-12-11T16:41:05.532,0.988,-0.305,1.707,-1.220
