epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1544563086558,2018-12-11T16:18:06.558,0.000,0.525,0.772,0.313
1544563086558,2018-12-11T16:18:06.558,0.000,0.549,0.788,0.316
1544563086558,2018-12-11T16:18:06.558,0.000,0.556,0.787,0.322
1544563086673,2018-12-11T16:18:06.673,0.115,0.542,0.777,0.324
1544563086673,2018-12-11T16:18:06.673,0.115,0.530,0.777,0.321
1544563086673,2018-12-11T16:18:06.673,0.115,0.545,0.781,0.325
1544563086784,2018-12-11T16:18:06.784,0.226,0.545,0.778,0.324
1544563086784,2018-12-11T16:18:06.784,0.226,0.545,0.782,0.323
1544563086784,2018-12-11T16:18:06.784,0.226,0.560,0.800,0.310
1544563086926,2018-12-11T16:18:06.926,0.368,0.543,0.792,0.287
1544563086926,2018-12-11T16:18:06.926,0.368,0.514,0.788,0.281
1544563086926,2018-12-11T16:18:06.926,0.368,0.540,0.796,0.292
1544563087030,2018-12-11T16:18:07.030,0.472,0.554,0.792,0.312
1544563087030,2018-12-11T16:18:07.030,0.472,0.540,0.784,0.317
1544563087030,2018-12-11T16:18:07.030,0.472,0.513,0.785,0.310
1544563087153,2018-12-11T16:18:07.153,0.595,0.471,0.773,0.270
1544563087153,2018-12-11T16:18:07.153,0.595,0.561,0.786,0.266
1544563087153,2018-12-11T16:18:07.153,0.595,0.555,0.794,0.287
1544563087259,2018-12-11T16:18:07.259,0.701,0.500,0.780,0.262
1544563087259,2018-12-11T16:18:07.259,0.701,0.592,0.792,0.234
1544563087259,2018-12-11T16:18:07.259,0.701,0.647,0.823,0.261
1544563087386,2018-12-11T16:18:07.386,0.828,0.570,0.806,0.259
1544563087386,2018-12-11T16:18:07.386,0.828,0.544,0.771,0.236
1544563087386,2018-12-11T16:18:07.386,0.828,0.605,0.772,0.255
1544563087516,2018-12-11T16:18:07.516,0.958,0.614,0.791,0.276
1544563087516,2018-12-11T16:18:07.516,0.958,0.585,0.795,0.251
1544563087516,2018-12-11T16:18:07.516,0.958,0.562,0.802,0.224
1544563087626,2018-12-11T16:18:07.626,1.068,0.569,0.799,0.222
1544563087626,2018-12-11T16:18:07.626,1.068,0.563,0.791,0.223
1544563087626,2018-12-11T16:18:07.626,1.068,0.567,0.790,0.224
1544563087763,2018-12-11T16:18:07.763,1.205,0.568,0.796,0.228
1544563087763,2018-12-11T16:18:07.763,1.205,0.543,0.790,0.213
1544563087763,2018-12-11T16:18:07.763,1.205,0.540,0.788,0.215
1544563087876,2018-12-11T16:18:07.876,1.318,0.575,0.804,0.222
1544563087876,2018-12-11T16:18:07.876,1.318,0.586,0.803,0.226
