epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1544563733513,2018-12-11T16:28:53.513,0.000,-0.396,-0.845,0.291
1544563733513,2018-12-11T16:28:53.513,0.000,-0.405,-0.859,0.288
1544563733513,2018-12-11T16:28:53.513,0.000,-0.405,-0.859,0.285
1544563733639,2018-12-11T16:28:53.639,0.126,-0.401,-0.858,0.285
1544563733639,2018-12-11T16:28:53.639,0.126,-0.399,-0.857,0.289
1544563733639,2018-12-11T16:28:53.639,0.126,-0.395,-0.852,0.289
1544563733765,2018-12-11T16:28:53.765,0.252,-0.396,-0.851,0.289
1544563733765,2018-12-11T16:28:53.765,0.252,-0.398,-0.855,0.295
1544563733765,2018-12-11T16:28:53.765,0.252,-0.400,-0.853,0.294
1544563733918,2018-12-11T16:28:53.918,0.405,-0.405,-0.867,0.299
1544563733918,2018-12-11T16:28:53.918,0.405,-0.404,-0.866,0.313
1544563733918,2018-12-11T16:28:53.918,0.405,-0.398,-0.848,0.307
1544563734018,2018-12-11T16:28:54.018,0.505,-0.395,-0.847,0.304
1544563734018,2018-12-11T16:28:54.018,0.505,-0.389,-0.847,0.297
1544563734018,2018-12-11T16:28:54.018,0.505,-0.395,-0.847,0.288
1544563734126,2018-12-11T16:28:54.126,0.613,-0.403,-0.852,0.283
1544563734126,2018-12-11T16:28:54.126,0.613,-0.401,-0.856,0.281
1544563734126,2018-12-11T16:28:54.126,0.613,-0.403,-0.849,0.275
1544563734242,2018-12-11T16:28:54.242,0.729,-0.408,-0.845,0.278
1544563734242,2018-12-11T16:28:54.242,0.729,-0.403,-0.849,0.285
1544563734242,2018-12-11T16:28:54.242,0.729,-0.399,-0.849,0.290
1544563734404,2018-12-11T16:28:54.404,0.891,-0.403,-0.850,0.295
1544563734404,2018-12-11T16:28:54.404,0.891,-0.399,-0.855,0.299
1544563734404,2018-12-11T16:28:54.404,0.891,-0.400,-0.857,0.304
1544563734516,2018-12-11T16:28:54.516,1.003,-0.393,-0.851,0.307
1544563734516,2018-12-11T16:28:54.516,1.003,-0.394,-0.851,0.309
1544563734516,2018-12-11T16:28:54.516,1.003,-0.397,-0.853,0.308
1544563734611,2018-12-11T16:28:54.611,1.098,-0.399,-0.852,0.303
1544563734611,2018-12-11T16:28:54.611,1.098,-0.405,-0.855,0.305
1544563734611,2018-12-11T16:28:54.611,1.098,-0.398,-0.854,0.305
1544563734740,2018-12-11T16:28:54.740,1.227,-0.402,-0.852,0.301
1544563734740,2018-12-11T16:28:54.740,1.227,-0.405,-0.850,0.300
1544563734740,2018-12-11T16:28:54.740,1.227,-0.404,-0.850,0.298
1544563734850,2018-12-11T16:28:54.850,1.337,-0.410,-0.850,0.296
1544563734850,2018-12-11T16:28:54.850,1.337,-0.409,-0.848,0.294
1544563734850,2018-12-11T16:28:54.850,1.337,-0.406,-0.849,0.292
1544563734973,2018-12-11T16:28:54.973,1.460,-0.406,-0.851,0.290
1544563734973,2018-12-11T16:28:54.973,1.460,-0.403,-0.847,0.288
1544563734973,2018-12-11T16:28:54.973,1.460,-0.404,-0.848,0.286
1544563735128,2018-12-11T16:28:55.128,1.615,-0.396,-0.854,0.288
1544563735128,2018-12-11T16:28:55.128,1.615,-0.396,-0.854,0.288
1544563735128,2018-12-11T16:28:55.128,1.615,-0.397,-0.859,0.291
1544563735232,2018-12-11T16:28:55.232,1.719,-0.396,-0.857,0.289
1544563735232,2018-12-11T16:28:55.232,1.719,-0.396,-0.854,0.290
1544563735232,2018-12-11T16:28:55.232,1.719,-0.393,-0.851,0.287
1544563735345,2018-12-11T16:28:55.345,1.832,-0.398,-0.854,0.290
1544563735345,2018-12-11T16:28:55.345,1.832,-0.400,-0.858,0.290
1544563735345,2018-12-11T16:28:55.345,1.832,-0.402,-0.860,0.290
1544563735468,2018-12-11T16:28:55.468,1.955,-0.400,-0.855,0.285
1544563735468,2018-12-11T16:28:55.468,1.955,-0.398,-0.861,0.282
1544563735468,2018-12-11T16:28:55.468,1.955,-0.396,-0.861,0.282
1544563735592,2018-12-11T16:28:55.592,2.079,-0.395,-0.860,0.278
1544563735592,2018-12-11T16:28:55.592,2.079,-0.394,-0.864,0.282
1544563735592,2018-12-11T16:28:55.592,2.079,-0.391,-0.863,0.279
1544563735701,2018-12-11T16:28:55.701,2.188,-0.387,-0.864,0.277
1544563735701,2018-12-11T16:28:55.701,2.188,-0.381,-0.863,0.277
1544563735701,2018-12-11T16:28:55.701,2.188,-0.380,-0.868,0.275
1544563735829,2018-12-11T16:28:55.829,2.316,-0.382,-0.871,0.269
1544563735829,2018-12-11T16:28:55.829,2.316,-0.384,-0.861,0.268
1544563735829,2018-12-11T16:28:55.829,2.316,-0.386,-0.860,0.263
1544563735951,2018-12-11T16:28:55.951,2.438,-0.392,-0.868,0.259
1544563735951,2018-12-11T16:28:55.951,2.438,-0.396,-0.857,0.263
1544563735951,2018-12-11T16:28:55.951,2.438,-0.395,-0.863,0.267
1544563736077,2018-12-11T16:28:56.077,2.564,-0.398,-0.875,0.271
1544563736077,2018-12-11T16:28:56.077,2.564,-0.406,-0.875,0.270
1544563736077,2018-12-11T16:28:56.077,2.564,-0.403,-0.866,0.274
1544563736189,2018-12-11T16:28:56.189,2.676,-0.388,-0.863,0.275
1544563736189,2018-12-11T16:28:56.189,2.676,-0.392,-0.872,0.279
1544563736189,2018-12-11T16:28:56.189,2.676,-0.393,-0.870,0.271
1544563736312,2018-12-11T16:28:56.312,2.799,-0.390,-0.871,0.269
1544563736312,2018-12-11T16:28:56.312,2.799,-0.384,-0.872,0.274
1544563736312,2018-12-11T16:28:56.312,2.799,-0.367,-0.870,0.268
1544563736427,2018-12-11T16:28:56.427,2.914,-0.367,-0.870,0.263
1544563736427,2018-12-11T16:28:56.427,2.914,-0.380,-0.861,0.255
1544563736427,2018-12-11T16:28:56.427,2.914,-0.388,-0.860,0.253
1544563736554,2018-12-11T16:28:56.554,3.041,-0.389,-0.864,0.255
1544563736554,2018-12-11T16:28:56.554,3.041,-0.393,-0.865,0.261
1544563736554,2018-12-11T16:28:56.554,3.041,-0.396,-0.870,0.272
1544563736698,2018-12-11T16:28:56.698,3.185,-0.390,-0.879,0.275
1544563736698,2018-12-11T16:28:56.698,3.185,-0.390,-0.870,0.279
1544563736698,2018-12-11T16:28:56.698,3.185,-0.392,-0.859,0.278
1544563736808,2018-12-11T16:28:56.808,3.295,-0.391,-0.858,0.282
1544563736808,2018-12-11T16:28:56.808,3.295,-0.384,-0.865,0.287
1544563736808,2018-12-11T16:28:56.808,3.295,-0.389,-0.866,0.283
