epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1544566441400,2018-12-11T17:14:01.400,0.000,0.427,1.585,-0.366
1544566441400,2018-12-11T17:14:01.400,0.000,0.244,0.793,0.244
1544566441400,2018-12-11T17:14:01.400,0.000,0.305,0.732,-0.122
1544566441512,2018-12-11T17:14:01.512,0.112,0.305,0.122,-0.061
1544566441512,2018-12-11T17:14:01.512,0.112,0.000,-0.610,0.305
1544566441512,2018-12-11T17:14:01.512,0.112,-0.244,-0.732,0.610
1544566441640,2018-12-11T17:14:01.640,0.240,0.061,0.122,0.549
1544566441640,2018-12-11T17:14:01.640,0.240,0.122,0.000,0.061
1544566441640,2018-12-11T17:14:01.640,0.240,-0.122,-0.244,0.061
1544566441773,2018-12-11T17:14:01.773,0.373,0.244,0.305,-0.366
1544566441773,2018-12-11T17:14:01.773,0.373,0.793,0.366,-1.037
1544566441773,2018-12-11T17:14:01.773,0.373,1.098,1.037,-0.732
1544566441884,2018-12-11T17:14:01.884,0.484,1.159,1.280,-0.305
1544566441884,2018-12-11T17:14:01.884,0.484,0.915,0.671,-0.427
1544566441884,2018-12-11T17:14:01.884,0.484,0.610,0.549,-0.671
1544566441997,2018-12-11T17:14:01.997,0.597,0.305,0.183,-0.610
1544566441997,2018-12-11T17:14:01.997,0.597,0.244,0.061,-0.122
1544566441997,2018-12-11T17:14:01.997,0.597,0.427,0.366,0.244
1544566442126,2018-12-11T17:14:02.126,0.726,0.549,0.183,0.122
1544566442126,2018-12-11T17:14:02.126,0.726,0.610,0.122,0.000
1544566442126,2018-12-11T17:14:02.126,0.726,0.427,-0.122,-0.122
1544566442245,2018-12-11T17:14:02.245,0.845,0.183,-0.610,0.000
1544566442245,2018-12-11T17:14:02.245,0.845,0.305,0.183,0.305
1544566442245,2018-12-11T17:14:02.245,0.845,-0.061,0.000,0.305
1544566442385,2018-12-11T17:14:02.385,0.985,-0.305,-0.061,0.183
1544566442385,2018-12-11T17:14:02.385,0.985,0.000,0.976,-0.061
1544566442385,2018-12-11T17:14:02.385,0.985,0.122,1.098,-0.244
1544566442498,2018-12-11T17:14:02.498,1.098,0.366,1.280,-0.305
1544566442498,2018-12-11T17:14:02.498,1.098,0.854,1.646,-0.610
1544566442498,2018-12-11T17:14:02.498,1.098,0.793,0.488,-0.549
1544566442610,2018-12-11T17:14:02.610,1.210,0.488,-0.549,-0.305
1544566442610,2018-12-11T17:14:02.610,1.210,0.610,-0.183,-0.183
1544566442610,2018-12-11T17:14:02.610,1.210,0.610,-0.183,0.427
1544566442732,2018-12-11T17:14:02.732,1.332,0.244,-0.244,1.098
1544566442732,2018-12-11T17:14:02.732,1.332,0.122,0.000,0.915
1544566442732,2018-12-11T17:14:02.732,1.332,0.183,-0.305,0.366
1544566442851,2018-12-11T17:14:02.851,1.451,0.427,0.244,0.061
1544566442851,2018-12-11T17:14:02.851,1.451,0.366,-0.244,0.061
1544566442851,2018-12-11T17:14:02.851,1.451,0.793,0.000,-0.061
1544566442975,2018-12-11T17:14:02.975,1.575,1.098,0.427,0.183
1544566442975,2018-12-11T17:14:02.975,1.575,1.220,0.671,0.305
1544566442975,2018-12-11T17:14:02.975,1.575,1.037,0.366,0.122
1544566443088,2018-12-11T17:14:03.088,1.688,0.915,0.244,0.183
1544566443088,2018-12-11T17:14:03.088,1.688,0.732,0.122,0.244
1544566443088,2018-12-11T17:14:03.088,1.688,0.671,-0.061,0.000
1544566443217,2018-12-11T17:14:03.217,1.817,0.549,-0.305,-0.244
1544566443217,2018-12-11T17:14:03.217,1.817,0.366,-0.671,-0.305
1544566443217,2018-12-11T17:14:03.217,1.817,0.183,-0.915,0.000
